Date,Open,High,Low,Close,Adj Close,Volume,7. dividend amount,8. split coefficient,Ticker
2000-01-20,146.968704,146.968704,143.8125,144.75,91.6314997306937,5800100,0.0000,1.0,SPY
2000-01-21,145.5,145.5,144.0625,144.4375,91.4336769765256,6244800,0.0000,1.0,SPY
2000-01-24,145.656204,145.843704,139.406204,140.343704,88.8421697774132,7896900,0.0000,1.0,SPY
2000-01-25,140.515594,141.9375,139.0,141.9375,89.8510949431803,9942500,0.0000,1.0,SPY
2000-01-26,141.0,141.546799,140.093704,140.8125,89.1389330281749,5158100,0.0000,1.0,SPY
2000-01-27,141.843704,142.218704,138.125,140.25,88.7828520706722,10922700,0.0000,1.0,SPY
2000-01-28,139.4375,140.0625,135.531204,135.875,86.0133335123179,11916200,0.0000,1.0,SPY
2000-01-31,135.8125,139.671799,135.0,139.5625,88.3476420115022,10768700,0.0000,1.0,SPY
2000-02-01,139.75,141.6875,138.531204,140.9375,89.2180621298421,8419900,0.0000,1.0,SPY
2000-02-02,141.281204,142.25,140.375,141.0625,89.2971912315094,6205900,0.0000,1.0,SPY
2000-02-03,140.875,143.25,140.0,143.1875,90.6423859598529,7997500,0.0000,1.0,SPY
2000-02-04,143.1875,144.0,142.125,142.593704,90.266493607424,4925400,0.0000,1.0,SPY
2000-02-07,142.5625,142.781204,141.4375,142.375,90.1280467990157,5845800,0.0000,1.0,SPY
2000-02-08,143.968704,144.5625,143.625,144.3125,91.3545478748583,4936400,0.0000,1.0,SPY
2000-02-09,144.468704,144.468704,141.265594,141.281204,89.4356380399177,8511500,0.0000,1.0,SPY
2000-02-10,141.625,142.5625,140.875,141.5625,89.6137076381785,6690600,0.0000,1.0,SPY
2000-02-11,141.843704,141.9375,138.031204,138.6875,87.7937382998313,9849800,0.0000,1.0,SPY
2000-02-14,139.781204,139.781204,138.3125,139.5,88.3080774606686,8528800,0.0000,1.0,SPY
2000-02-15,139.25,141.218704,137.796799,141.078094,89.3070627452006,11078300,0.0000,1.0,SPY
2000-02-16,140.375,140.9375,138.796799,139.0,87.9915610539995,8845400,0.0000,1.0,SPY
2000-02-17,140.4375,140.4375,138.218704,138.281204,87.5365395999033,7584200,0.0000,1.0,SPY
2000-02-18,138.875,138.875,134.625,135.3125,85.6572525548152,9409200,0.0000,1.0,SPY
2000-02-22,135.1875,136.343704,133.531204,134.968704,85.4396184057208,16415400,0.0000,1.0,SPY
2000-02-23,135.625,137.468704,134.5,136.5625,86.4485435714878,12119000,0.0000,1.0,SPY
2000-02-24,136.6875,137.031204,133.093704,133.8125,84.707703334808,17375000,0.0000,1.0,SPY
2000-02-25,135.1875,136.718704,133.125,133.328094,84.4010584418301,10559900,0.0000,1.0,SPY
2000-02-28,133.375,136.6875,132.718704,136.125,86.1715917156524,13397800,0.0000,1.0,SPY
2000-02-29,136.0625,137.4375,135.75,137.4375,87.0024472831587,8242500,0.0000,1.0,SPY
2000-03-01,137.625,139.0,137.218704,138.4375,87.6354800964968,6868000,0.0000,1.0,SPY
2000-03-02,138.6875,139.125,137.343704,138.531204,87.6947978032378,7600200,0.0000,1.0,SPY
2000-03-03,140.4375,141.718704,139.718704,141.125,89.336755782343,12770300,0.0000,1.0,SPY
2000-03-06,140.8125,141.343704,138.75,139.75,88.4663356640031,11967100,0.0000,1.0,SPY
